Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AB2485,NSE,Healthcare,323.29,11270.15,68.11,108.66,2210669,,,0.0522,74.9,1.26,2.72,730.182550472221
AB2486,NSE,Energy,498.28,11270.15,53.17,130.89,12431446,,,0.059,74.9,0.84,9.52,684.681413748371
AB2487,JSE,Real Estate,673.71,55722,26.06,65.5,4976306,,,0.0301,17.7,0.77,2.9,168.257941829669
AB2488,NYSE,Information Tech,794.62,12765.84,66.05,61.17,6160705,,,0.0531,1,0.97,3.05,405.52538374009
AB2489,JSE,Materials,476.45,55722,92.76,135.81,14404707,,,0.0484,17.7,0.74,1.15,1247.78633291104
AB2490,NYSE,Materials,858.49,12765.84,79.32,154.58,6477902,,,0.0242,1,0.96,3.82,1221.34183317453
AB2491,JSE,Healthcare,818.22,55722,64.44,69.45,16928132,,,0.0379,17.7,0.63,4.63,449.322629968407
AB2492,BSE,Real Estate,383.25,38182.08,63.23,82.09,19468916,,,0.0503,74.9,1.27,8.29,511.847898696015
AB2493,NSE,Healthcare,119.16,11270.15,81.94,68.65,18714812,,,0.0316,74.9,0.72,5.36,556.219576097837
AB2494,JSE,Real Estate,740.64,55722,37.95,138.59,18738613,,,0.0177,17.7,1.24,1.92,517.915262407528
AB2495,BSE,Materials,57.17,38182.08,18.74,158.23,19736996,,,0.0537,74.9,1.09,9.45,281.445563971258
AB2496,JSE,Healthcare,205.89,55722,10.36,150.29,8791192,,,0.047,17.7,1.07,8,141.990974153869
AB2497,BSE,Materials,471.27,38182.08,74.24,55.78,3850518,,,0.053,74.9,1.04,3.53,410.049853027561
AB2498,BSE,Real Estate,534.4,38182.08,27.23,122.02,15806385,,,0.038,74.9,0.8,7.19,322.257671880692
AB2499,JSE,Information Tech,472.06,55722,22.21,70.36,13304788,,,0.02,17.7,1.12,2.72,150.895888003954
AB2500,NSE,Real Estate,108.44,11270.15,95.93,104.35,11516014,,,0.0372,74.9,1.09,4.88,990.989244859391
AB2501,S&P 500,Real Estate,613.73,3351.28,49.54,16.34,18777516,,,0.0613,1,0.73,6.71,82.2758106976337
AB2502,BSE,Healthcare,839.9,38182.08,87.92,35.32,8280079,,,0.0206,74.9,0.95,2.09,316.718742246374
AB2503,JSE,Healthcare,164.91,55722,94.4,192.93,4659305,,,0.0411,17.7,0.67,3.46,1802.64301743261
AB2504,BSE,Energy,243.54,38182.08,82.32,126.83,15124978,,,0.0214,74.9,1.14,4.9,1032.03639605217
AB2505,NSE,Materials,71.2,11270.15,14.19,57.58,10238703,,,0.0459,74.9,0.75,8.76,76.5185102724489
AB2506,NSE,Real Estate,122.92,11270.15,33.94,40.32,8682053,,,0.0283,74.9,1.06,4.95,133.229399351588
AB2507,BSE,Real Estate,406.57,38182.08,53.66,49.23,17724216,,,0.0486,74.9,1.21,1.6,260.353549606329
AB2508,NYSE,Real Estate,307.47,12765.84,41.8,138.35,18421650,,,0.0395,1,0.83,2.68,565.329277508109
AB2509,NSE,Healthcare,781.52,11270.15,25.76,167.96,1877074,,,0.0361,74.9,0.89,2.41,423.351392621334
AB2510,JSE,Healthcare,229.7,55722,99.2,186.56,15620620,,,0.0363,17.7,0.96,5.14,1832.7793555326
AB2511,BSE,Energy,867.71,38182.08,89.92,189.81,1290321,,,0.0389,74.9,1.29,4.91,1698.99363607563
AB2512,NSE,Real Estate,497.81,11270.15,88.65,152.19,5516495,,,0.045,74.9,0.78,6.5,1335.68611999838
AB2513,NYSE,Real Estate,600.03,12765.84,87.57,141.54,17729330,,,0.0255,1,0.67,7.15,1228.14608616081
AB2514,S&P 500,Healthcare,940.36,3351.28,10.59,115.82,17295201,,,0.0413,1,1.29,0.64,128.061419324702
AB2515,NSE,Energy,461.53,11270.15,73.6,65.32,11238631,,,0.0404,74.9,1.26,7.41,475.672849997759
AB2516,JSE,Energy,10.04,55722,46.82,189.2,12331451,,,0.0559,17.7,1.02,4.35,867.431362244404
AB2517,NSE,Real Estate,520.65,11270.15,67.04,76.76,12995012,,,0.0194,74.9,0.72,3.89,508.826244353394
AB2518,BSE,Materials,728.01,38182.08,60.25,31,4312534,,,0.0318,74.9,0.72,7.64,189.047269897073
AB2519,S&P 500,Healthcare,960.59,3351.28,72.28,45.59,1221872,,,0.0364,1,1.14,1.08,343.323010426464
AB2520,NYSE,Materials,644.16,12765.84,37.88,180.27,19236768,,,0.0554,1,1.07,1.36,668.528447014219
AB2521,NYSE,Real Estate,333.31,12765.84,90.6,45.19,2532198,,,0.0602,1,0.63,6.5,405.724458869298
AB2522,BSE,Information Tech,39,38182.08,60.06,124.17,16396928,,,0.0463,74.9,1.21,7.16,733.785532630722
AB2523,NSE,Information Tech,152.97,11270.15,14.91,196.18,10590896,,,0.0555,74.9,0.83,8.82,273.999473885716
AB2524,S&P 500,Energy,523.15,3351.28,79.64,86.58,10088372,,,0.0271,1,0.74,4.48,682.835424406717
AB2525,NYSE,Healthcare,802.24,12765.84,92.62,191.86,6566301,,,0.032,1,1.18,0.5,1765.89229233252
AB2526,NYSE,Energy,634.67,12765.84,41.99,88.59,11253876,,,0.0191,1,0.7,1.36,366.543346707927
AB2527,NYSE,Information Tech,534.47,12765.84,79.7,138.46,18572791,,,0.0194,1,0.86,4.66,1091.79803517695
AB2528,S&P 500,Healthcare,811.3,3351.28,32.94,42.51,16221133,,,0.0222,1,1.04,4.57,144.191707283341
AB2529,NSE,Materials,809.4,11270.15,24.41,138.25,7396062,,,0.0477,74.9,0.89,0.72,332.078903963063
AB2530,NYSE,Information Tech,554.85,12765.84,91.07,186.9,6484971,,,0.0341,1,0.92,4.43,1685.748231629
AB2531,NYSE,Energy,879.14,12765.84,81.09,86.91,15516928,,,0.0204,1,0.71,5.39,707.938512613799
AB2532,NYSE,Healthcare,744.56,12765.84,62.82,170.01,19386903,,,0.0278,1,1.17,6.04,1057.04545502768
AB2533,NYSE,Energy,95.81,12765.84,45.48,20.7,10004106,,,0.0245,1,1.16,6.12,92.4661853428977
AB2534,JSE,Real Estate,354.4,55722,56.76,67.96,6657495,,,0.0207,17.7,0.68,4.2,379.863910516534
AB2535,JSE,Healthcare,357.27,55722,54.71,41.9,7541395,,,0.0404,17.7,1.15,4.03,226.085368004838
AB2536,NSE,Energy,240.44,11270.15,80.04,187.59,4105494,,,0.051,74.9,1.01,7.47,1483.40586076959
AB2537,NSE,Healthcare,694.85,11270.15,42.65,45.12,4649269,,,0.0579,74.9,0.83,8.68,192.591237764266
AB2538,NSE,Healthcare,140.34,11270.15,15.4,69.85,17330457,,,0.05,74.9,0.63,5.53,101.360220790284
AB2539,NYSE,Real Estate,667.48,12765.84,54.68,128.46,1390602,,,0.0343,1,1.01,1.62,693.546964120916
AB2540,BSE,Information Tech,486.57,38182.08,41.83,74.13,9516303,,,0.0429,74.9,0.64,5.99,304.398315639511
AB2541,NSE,Energy,229.23,11270.15,48.63,197.51,5115172,,,0.036,74.9,0.98,9.37,941.500665686182
AB2542,NYSE,Materials,220.46,12765.84,18.08,169.9,11974938,,,0.0304,1,0.88,7.52,291.192073238661
AB2543,BSE,Materials,896.21,38182.08,17.69,16.36,2398424,,,0.0222,74.9,0.76,7,40.2861916006855
AB2544,JSE,Real Estate,468.01,55722,44.32,45.11,7444394,,,0.031,17.7,0.93,0.51,196.888203331197
AB2545,NSE,Materials,284.08,11270.15,84.84,66.18,10387260,,,0.0501,74.9,0.74,7.85,555.580622145312
AB2546,NSE,Information Tech,592.57,11270.15,62.6,33.92,3068172,,,0.0552,74.9,1.19,1.58,211.659721362844
AB2547,BSE,Real Estate,821.96,38182.08,10.94,195.61,17638574,,,0.0241,74.9,1.17,1.61,203.977402133662
AB2548,BSE,Real Estate,777.39,38182.08,56.32,115.66,14064141,,,0.0538,74.9,1.1,5.06,646.781953403228
AB2549,BSE,Healthcare,493.34,38182.08,46.32,23.15,10411287,,,0.0561,74.9,0.87,7.21,106.708368359199
AB2550,JSE,Energy,570.04,55722,39.67,85.71,1513245,,,0.0284,17.7,1,5.8,333.939410653244
AB2551,BSE,Materials,347.52,38182.08,69.18,125.42,3809662,,,0.0361,74.9,1.03,4.81,856.060007807231
AB2552,BSE,Real Estate,731.23,38182.08,39.56,167.11,2091227,,,0.0452,74.9,0.91,0.46,649.962470462391
AB2553,NSE,Healthcare,35.99,11270.15,18.03,48.17,11174289,,,0.0375,74.9,0.65,4.45,82.6217379445301
AB2554,S&P 500,Energy,355.93,3351.28,98.9,45.45,10303443,,,0.0234,1,1.27,8.76,445.851838208764
AB2555,JSE,Real Estate,430,55722,52.78,123.08,13305748,,,0.0215,17.7,1.28,2.42,638.605480440344
AB2556,S&P 500,Healthcare,687.78,3351.28,15.16,54.35,12183737,,,0.0474,1,0.68,3.32,81.5854912589878
AB2557,NSE,Real Estate,147.79,11270.15,46.5,18.5,1238833,,,0.0218,74.9,1.12,7.28,84.5735494852911
AB2558,JSE,Real Estate,281.45,55722,13.32,91.11,19736973,,,0.0279,17.7,0.82,2.25,113.208531790323
AB2559,NSE,Materials,699.18,11270.15,65.19,96.09,7771116,,,0.0342,74.9,0.67,7.35,621.485849899655
AB2560,BSE,Energy,596.3,38182.08,11.24,27.23,15061452,,,0.0349,74.9,1.12,1.96,30.7231743043542
AB2561,JSE,Materials,304.57,55722,33.52,187.27,12701033,,,0.0485,17.7,1.17,2.52,609.996603038716
AB2562,JSE,Healthcare,726.22,55722,96.45,96.58,18777352,,,0.0524,17.7,0.86,2.26,927.299611576153
AB2563,BSE,Real Estate,245.68,38182.08,57.92,64.51,18425695,,,0.0237,74.9,0.85,5.83,367.797837966133
AB2564,S&P 500,Materials,493.36,3351.28,92.98,54.69,8826183,,,0.0156,1,0.65,1.16,504.716084714077
AB2565,NSE,Information Tech,510.29,11270.15,59.38,104.32,2779020,,,0.0537,74.9,1.06,2.03,610.910447973502
AB2566,NYSE,Materials,504.05,12765.84,38.41,69.63,18687673,,,0.0473,1,0.94,1.82,262.305763629531
AB2567,S&P 500,Materials,925.42,3351.28,86.89,126.98,4198412,,,0.016,1,1.13,2.26,1105.79506960642
AB2568,BSE,Real Estate,126.46,38182.08,45.88,42.19,6994529,,,0.0524,74.9,1.26,0.65,189.756028233377
AB2569,BSE,Healthcare,442,38182.08,59.27,55.34,19165318,,,0.0599,74.9,0.74,5.62,323.937336575409
AB2570,NSE,Information Tech,802.5,11270.15,87.51,24.95,1428437,,,0.0519,74.9,0.79,6.63,223.758196834913
AB2571,BSE,Energy,183.55,38182.08,19.53,30,18119114,,,0.0485,74.9,0.94,9.12,56.1523903799349
AB2572,NYSE,Materials,133.67,12765.84,11.92,11.3,3008893,,,0.0601,1,0.62,4.99,12.8159741702206
AB2573,JSE,Information Tech,101.25,55722,86.07,178.22,9209450,,,0.0336,17.7,1.06,6.5,1516.61555139353
AB2574,S&P 500,Real Estate,517.74,3351.28,12.1,170.51,19620222,,,0.0442,1,1.15,2.39,191.756482103183
AB2575,BSE,Real Estate,932.93,38182.08,84.97,149.25,18924627,,,0.0199,74.9,0.98,7.59,1269.01414740855
AB2576,JSE,Information Tech,793.12,55722,28.42,49.71,18309137,,,0.059,17.7,0.63,5.57,143.922180865326
AB2577,S&P 500,Energy,581.26,3351.28,19.34,155.35,4500205,,,0.0258,1,1.18,1.52,287.83222990462
AB2578,S&P 500,Energy,506.33,3351.28,32.55,75.86,5526845,,,0.0213,1,1.02,8.62,241.208407911956
AB2579,NSE,Materials,50.17,11270.15,53.35,73.74,18187420,,,0.0454,74.9,0.69,7.7,386.456646667441
AB2580,BSE,Energy,739.82,38182.08,15.12,86.71,10971893,,,0.0405,74.9,0.91,2.82,128.388414194783
AB2581,JSE,Information Tech,454.57,55722,66.45,128.53,16725641,,,0.0417,17.7,0.65,6.72,842.743814526539
AB2582,NSE,Information Tech,882.14,11270.15,19.22,104.12,8104902,,,0.0411,74.9,0.99,3.57,201.983146491577
AB2583,NSE,Information Tech,106.7,11270.15,24.11,167.61,10672944,,,0.0169,74.9,0.67,4.9,388.111282235263
AB2584,BSE,Information Tech,274.97,38182.08,29.34,138.32,18537977,,,0.058,74.9,1.09,3.61,392.896867047703
AB2585,NYSE,Energy,648.77,12765.84,15.85,74.4,8508779,,,0.0382,1,1.13,4.99,114.256017862877
AB2586,BSE,Healthcare,538.91,38182.08,63.03,197.66,3518482,,,0.0183,74.9,0.76,5.06,1228.41444679927
AB2587,BSE,Energy,106.23,38182.08,30.55,54.54,5084235,,,0.0346,74.9,1.13,5.28,161.636557441412
AB2588,NSE,Real Estate,312.67,11270.15,36.74,104.06,1192442,,,0.0154,74.9,1,9.29,372.758040851398
AB2589,NYSE,Energy,399.42,12765.84,75.73,96.39,4135686,,,0.0209,1,0.98,8.73,721.465881220236
AB2590,BSE,Energy,623.2,38182.08,43.93,42.61,14313943,,,0.0438,74.9,1.14,7.24,186.080535523327
AB2591,BSE,Information Tech,187.92,38182.08,82.53,184.69,9015524,,,0.0372,74.9,1.27,6.37,1506.37464115726
AB2592,S&P 500,Information Tech,702.9,3351.28,52,16.3,10262044,,,0.0594,1,1.09,0.95,87.8419333370361
AB2593,JSE,Materials,109.78,55722,36.67,44.04,9466375,,,0.0604,17.7,0.94,7.06,157.53854548774
AB2594,NYSE,Energy,672.42,12765.84,37.49,96.14,18187924,,,0.052,1,1.22,2.5,354.940458047415
AB2595,JSE,Energy,240.39,55722,24.57,93.42,3826232,,,0.0185,17.7,0.75,6.48,220.973946047922
AB2596,S&P 500,Healthcare,22.96,3351.28,45.23,94.79,19303998,,,0.0525,1,0.82,5.14,419.801279904664
AB2597,NYSE,Information Tech,409.43,12765.84,27.31,101.28,17536564,,,0.0155,1,0.91,6.97,267.797955731992
AB2598,JSE,Energy,474.17,55722,98.73,149.15,4309808,,,0.0168,17.7,0.89,5.37,1459.2342023487
AB2599,NYSE,Healthcare,838.27,12765.84,93.64,20.68,9886720,,,0.0388,1,1.1,8.63,201.195897905177
AB2600,BSE,Materials,612.32,38182.08,33,113.5,11798124,,,0.0465,74.9,0.88,5.63,366.320222764036
AB2601,S&P 500,Real Estate,150.88,3351.28,91.62,156.1,11057249,,,0.0438,1,0.79,4.8,1415.06494334074
AB2602,NSE,Materials,344.72,11270.15,31.51,146.58,7117314,,,0.0553,74.9,0.91,2.61,448.296001538451
AB2603,NYSE,Energy,481.91,12765.84,59.9,139,3452174,,,0.0433,1,1.19,9.1,820.373625999376
AB2604,S&P 500,Healthcare,534.07,3351.28,36.89,116.49,19193126,,,0.0183,1,1.12,5.81,420.345245895379
AB2605,BSE,Real Estate,857.59,38182.08,28.49,166.84,18704318,,,0.0218,74.9,0.79,3.3,469.424411053503
AB2606,S&P 500,Energy,75.79,3351.28,86.84,51.59,18946570,,,0.0428,1,1.09,8.51,443.232844649212
AB2607,NYSE,Healthcare,458.89,12765.84,42.24,105.33,2843021,,,0.0386,1,0.74,1.08,436.021311105465
AB2608,BSE,Real Estate,501.86,38182.08,63.97,23.58,4699447,,,0.0301,74.9,0.83,5.11,150.183671546084
AB2609,NSE,Information Tech,786.61,11270.15,71.74,23.67,7663547,,,0.052,74.9,0.68,4.84,174.731409765188
AB2610,NSE,Energy,499.76,11270.15,94.73,152.91,7038302,,,0.0566,74.9,0.86,4.96,1435.01561658784
AB2611,BSE,Information Tech,558.14,38182.08,62.34,104.8,18188247,,,0.056,74.9,1.05,4.41,645.194734241385
AB2612,BSE,Healthcare,43.92,38182.08,76,117.08,12244420,,,0.05,74.9,1.25,3.12,878.614431165356
AB2613,NYSE,Materials,861.09,12765.84,38.79,28.17,19777599,,,0.0424,1,0.83,3.53,117.216285589998
AB2614,NSE,Materials,295.69,11270.15,34.91,149.94,2252388,,,0.056,74.9,1.13,7.99,509.346693853537
AB2615,NYSE,Healthcare,504.73,12765.84,96.18,74.41,9730058,,,0.0465,1,1.09,5.08,710.118130770517
AB2616,JSE,Information Tech,612.84,55722,29.79,179.44,17640990,,,0.0205,17.7,0.7,6.39,519.89953451494
AB2617,JSE,Materials,115.37,55722,92.74,125.16,18352366,,,0.0327,17.7,1.28,0.63,1148.67314882411
AB2618,BSE,Energy,653.27,38182.08,45.85,194.76,16702597,,,0.0442,74.9,0.79,4.18,877.349474534065
AB2619,NSE,Real Estate,397.1,11270.15,81.01,90.75,14640672,,,0.0234,74.9,1.24,9.38,727.14509750528
AB2620,S&P 500,Energy,841.35,3351.28,34.63,38.67,15793372,,,0.0231,1,1.2,1.17,139.763894990715
AB2621,NYSE,Real Estate,577.2,12765.84,80.35,11.93,8892694,,,0.0406,1,1.05,3.77,97.1012774318229
AB2622,BSE,Healthcare,955.59,38182.08,90.71,87.5,6509204,,,0.0446,74.9,0.93,2.26,802.859356176127
AB2623,NYSE,Materials,568.04,12765.84,65.02,160.14,7305538,,,0.0386,1,0.95,2.13,1027.69957552851
AB2624,BSE,Information Tech,536.91,38182.08,89.69,76.49,19842111,,,0.0178,74.9,0.61,8.91,680.516343725874
AB2625,JSE,Energy,832.16,55722,32.36,87.98,13371727,,,0.0288,17.7,1.13,4.26,285.239847187241
AB2626,NYSE,Energy,263.89,12765.84,51.78,73.93,4326105,,,0.0483,1,1.21,3.93,376.107835117831
AB2627,NYSE,Materials,639.56,12765.84,80.61,123.9,5034469,,,0.051,1,0.75,4.12,989.833408280244
AB2628,S&P 500,Energy,370.04,3351.28,62.61,59.19,3932500,,,0.0271,1,0.81,4.97,365.677586869673
AB2629,NYSE,Materials,292.68,12765.84,15.77,85.1,8433906,,,0.025,1,1.26,4.57,126.635472359374
AB2630,NSE,Real Estate,264.92,11270.15,41.35,151.43,1987103,,,0.0214,74.9,0.84,0.98,611.787277656014
AB2631,JSE,Real Estate,786.1,55722,40.31,137.55,1932228,,,0.022,17.7,0.83,8.06,548.0684145829
AB2632,BSE,Energy,194.88,38182.08,61.04,128.17,15924050,,,0.0564,74.9,0.82,2.69,770.140730090658
AB2633,NYSE,Energy,203.33,12765.84,64.15,149.42,12377822,,,0.0596,1,1.24,7.71,944.196964973118
AB2634,NSE,Materials,436.81,11270.15,32.7,59.1,14426610,,,0.0577,74.9,0.65,3.77,188.715324837145
AB2635,S&P 500,Materials,146.09,3351.28,45.55,38.39,16643407,,,0.0359,1,0.9,4.79,171.497585614245
AB2636,NSE,Real Estate,653.93,11270.15,47.71,32.42,17165950,,,0.0453,74.9,1.24,7.5,155.046342240305
AB2637,S&P 500,Materials,208.15,3351.28,18.13,145.78,15333699,,,0.0301,1,1.01,3.79,250.626723879196
AB2638,JSE,Real Estate,537.82,55722,84.25,163.8,16604286,,,0.0556,17.7,0.69,2.15,1365.7361014314
AB2639,JSE,Healthcare,440.29,55722,32.3,101.31,1797820,,,0.0476,17.7,0.98,6.76,318.656001728313
AB2640,NSE,Materials,492.25,11270.15,95.57,63.6,13970763,,,0.0368,74.9,1.11,1.44,603.131492000941
AB2641,NYSE,Real Estate,899.36,12765.84,33.53,31.58,17570180,,,0.0157,1,0.9,1.34,115.87667836791
AB2642,NSE,Materials,315.99,11270.15,61.2,125.34,6879240,,,0.0385,74.9,1.24,4.46,755.393652131948
AB2643,BSE,Healthcare,638.55,38182.08,85.61,147.63,1570610,,,0.0275,74.9,1.22,0.46,1252.65800308065
AB2644,NSE,Energy,406.49,11270.15,93.98,36.59,1009542,,,0.0257,74.9,1.07,9.28,341.338809768443
AB2645,NSE,Materials,588.83,11270.15,88.85,150.11,17440400,,,0.0179,74.9,1.22,4.42,1321.40757246992
AB2646,NYSE,Energy,354.26,12765.84,40.37,85.54,6007486,,,0.0263,1,1.16,8.8,337.752652607263
AB2647,NSE,Real Estate,636.26,11270.15,98.31,88.36,3744794,,,0.0214,74.9,0.63,8.09,863.190797953882
AB2648,NYSE,Energy,109.96,12765.84,86.93,83.93,9297784,,,0.0214,1,0.8,4.77,721.661525803514
AB2649,BSE,Healthcare,770.39,38182.08,48.69,82.97,6197728,,,0.02,74.9,0.97,1.1,402.527273908602
AB2650,BSE,Healthcare,791.68,38182.08,97.11,51.97,13543289,,,0.0309,74.9,0.72,2.86,507.063346993588
AB2651,NSE,Real Estate,619.96,11270.15,21.2,110.56,15831962,,,0.0448,74.9,1.07,3.1,226.606375622112
AB2652,S&P 500,Real Estate,902.61,3351.28,27.92,20.08,17981299,,,0.0552,1,1.19,3.37,67.4130606418893
AB2653,BSE,Information Tech,324.06,38182.08,20.46,187.44,1762415,,,0.0425,74.9,0.95,0.53,366.01170506452
AB2654,JSE,Energy,201.68,55722,26.35,165.09,3212653,,,0.0181,17.7,0.7,6.58,419.342580646163
AB2655,NYSE,Real Estate,680.96,12765.84,34.07,73.82,6466555,,,0.0215,1,0.93,7.88,248.371798870798
AB2656,BSE,Energy,946.77,38182.08,35.57,126.76,841197,,,0.0409,74.9,1.17,3.33,455.304866820419
AB2657,NSE,Information Tech,470.62,11270.15,46.45,189.29,2343413,,,0.0335,74.9,0.87,7.28,862.034458759381
AB2658,JSE,Energy,900.81,55722,89.23,19.93,4238048,,,0.0474,17.7,0.82,0.7,189.102168917673
AB2659,S&P 500,Energy,317.72,3351.28,43.43,25.77,11828519,,,0.0459,1,0.82,3.17,110.146514807172
AB2660,BSE,Energy,194.19,38182.08,29.28,184.47,12799151,,,0.0589,74.9,0.65,7.74,522.518334259968
AB2661,BSE,Materials,33.34,38182.08,68.97,175.41,16454549,,,0.0508,74.9,1.1,1.4,1192.70977860506
AB2662,NYSE,Information Tech,649.92,12765.84,82.12,36.83,1319178,,,0.0399,1,1.15,3.25,302.366155542564
AB2663,NSE,Materials,659.4,11270.15,71.53,146.84,15774546,,,0.0582,74.9,1.11,4.31,1039.4973594693
AB2664,JSE,Information Tech,363.31,55722,84.91,186.96,6504914,,,0.0209,17.7,0.87,4.78,1569.83628238632
AB2665,JSE,Energy,519.29,55722,32.03,146.87,12996479,,,0.049,17.7,0.89,8.29,457.842304660778
AB2666,NYSE,Energy,955.27,12765.84,68.37,196.71,9962249,,,0.0426,1,0.92,3.03,1343.09128365006
AB2667,NYSE,Energy,309.84,12765.84,34.38,36.29,904351,,,0.0208,1,1.18,9.36,121.917136531725
AB2668,NYSE,Energy,833.36,12765.84,38.28,82.84,13899804,,,0.0394,1,1.27,5.25,318.1853244121
AB2669,NYSE,Energy,270.98,12765.84,50.33,84.96,8826969,,,0.0463,1,0.95,6.07,419.839010950377
AB2670,S&P 500,Energy,611.72,3351.28,38.28,19.05,3680878,,,0.0603,1,1.13,0.79,73.9848655976608
AB2671,S&P 500,Energy,124.67,3351.28,33.33,168.58,4478113,,,0.0296,1,0.84,1.27,545.679586313719
AB2672,NSE,Information Tech,98.07,11270.15,35.23,110.78,19979195,,,0.0525,74.9,1.06,8.66,379.746310811002
AB2673,NYSE,Real Estate,524.72,12765.84,97.36,88.5,15534302,,,0.0497,1,0.75,6.44,854.71958481237
AB2674,NYSE,Information Tech,373.09,12765.84,37.51,132.8,18306932,,,0.0329,1,1.23,2.92,485.999564739264
AB2675,S&P 500,Healthcare,95.26,3351.28,14.31,183.44,3148335,,,0.047,1,0.91,7.99,245.277721608381
AB2676,S&P 500,Materials,459,3351.28,73.99,62.91,15055382,,,0.0288,1,1.19,3.08,460.61602823555
AB2677,JSE,Materials,322.8,55722,37.77,49.75,8059047,,,0.0497,17.7,0.61,0.91,183.776201425995
AB2678,BSE,Information Tech,742.13,38182.08,45.74,113.64,19302034,,,0.0481,74.9,0.79,7.73,514.318929022569
AB2679,NYSE,Real Estate,851.63,12765.84,53.79,69.78,7930545,,,0.0503,1,0.66,6.01,378.612326590494
AB2680,S&P 500,Healthcare,122.03,3351.28,20.82,91.17,19677231,,,0.0453,1,0.78,4.03,181.435562503828
AB2681,S&P 500,Materials,949.44,3351.28,67.89,157.67,9175366,,,0.0155,1,1.09,3.09,1071.92632449026
AB2682,S&P 500,Healthcare,185.73,3351.28,23.44,13.76,18355192,,,0.0559,1,0.77,7.87,31.5161082616259
AB2683,NYSE,Healthcare,257.23,12765.84,11.32,56.21,13467943,,,0.0155,1,1.08,7.74,58.9636391802436
AB2684,JSE,Energy,594.56,55722,85.53,73.67,11106109,,,0.0255,17.7,0.74,1.89,625.481698115538
AB2685,NYSE,Real Estate,499.76,12765.84,62.21,141.17,15880259,,,0.0349,1,0.9,2.8,865.873309665812
AB2686,NSE,Real Estate,753.93,11270.15,34.74,81.8,3651090,,,0.0324,74.9,0.75,0.95,282.169437217494
AB2687,S&P 500,Real Estate,464.78,3351.28,98.26,122.06,1885165,,,0.0483,1,0.71,4.99,1188.63226259349
AB2688,BSE,Materials,825.85,38182.08,53.03,70.47,19775245,,,0.0484,74.9,0.71,5.93,375.63494871586
AB2689,JSE,Healthcare,444.41,55722,30.4,52.97,10052356,,,0.0542,17.7,0.66,5.04,157.260342241192
AB2690,JSE,Real Estate,80.31,55722,64.07,18.26,17549190,,,0.0364,17.7,0.99,2.07,115.4996294684
AB2691,S&P 500,Materials,938.55,3351.28,98.46,121,1418343,,,0.0206,1,1.18,1.08,1195.51478551938
AB2692,BSE,Materials,415.14,38182.08,10.24,149.1,6933834,,,0.0266,74.9,1.19,8.69,139.603570626767
AB2693,NSE,Information Tech,465.1,11270.15,76.07,154.35,4446107,,,0.0199,74.9,1.23,8.74,1160.24864361294
AB2694,S&P 500,Real Estate,538.27,3351.28,45.69,137.48,12153875,,,0.0388,1,1.2,9.05,616.530633461033
AB2695,NYSE,Real Estate,147.98,12765.84,53.79,37.42,12687004,,,0.0451,1,1.23,1.83,197.958514251461
AB2696,S&P 500,Healthcare,737.35,3351.28,50.83,43.32,4945000,,,0.0209,1,0.72,3.6,221.621925983316
AB2697,S&P 500,Materials,166.76,3351.28,85.16,21.98,13105009,,,0.0462,1,0.89,5.85,185.452553275424
AB2698,S&P 500,Energy,761.08,3351.28,32.34,195.57,771010,,,0.0209,1,1.06,8.43,619.54636786146
AB2699,NSE,Healthcare,61.97,11270.15,53.71,190.67,4754380,,,0.0598,74.9,1.1,7.41,1005.64861149515
AB2700,S&P 500,Energy,937.18,3351.28,21.54,137.73,6415197,,,0.0501,1,0.8,7.51,299.307626316712
AB2701,S&P 500,Materials,824.48,3351.28,36.38,118.23,1842171,,,0.0402,1,0.93,1.39,427.290772093862
AB2702,JSE,Materials,769.02,55722,12.93,136.83,12803914,,,0.0484,17.7,0.67,8.84,170.379499906757
AB2703,S&P 500,Real Estate,643.34,3351.28,41.56,102.47,7665264,,,0.025,1,0.94,0.97,419.146588086748
AB2704,JSE,Real Estate,924.88,55722,48.26,12.86,17189950,,,0.0345,17.7,0.72,1.69,75.8074194601923
AB2705,BSE,Energy,352.33,38182.08,27.23,171.77,4319498,,,0.0215,74.9,0.86,9.27,451.76083456346
AB2706,NYSE,Real Estate,688.18,12765.84,66.6,12.01,13337529,,,0.0236,1,0.96,4.75,83.0907896236758
AB2707,NSE,Energy,441.35,11270.15,93.17,144.42,15334439,,,0.0346,74.9,1.14,4.24,1332.48947917149
AB2708,JSE,Real Estate,204.6,55722,10.53,163.1,11599203,,,0.0605,17.7,0.61,4.32,156.67136856219
AB2709,NSE,Real Estate,852.74,11270.15,47.26,10.72,14795709,,,0.0364,74.9,1.04,1.03,59.8188685088007
AB2710,JSE,Information Tech,796.95,55722,73.08,148.02,3023089,,,0.0172,17.7,1.09,7.54,1074.68285854799
AB2711,NSE,Information Tech,861.64,11270.15,67.77,26.11,14957603,,,0.0565,74.9,0.81,9.38,185.147196847147
AB2712,NYSE,Real Estate,239.92,12765.84,70.76,25.88,6709031,,,0.0207,1,1,2.27,181.088021476996
AB2713,S&P 500,Information Tech,458.32,3351.28,26.35,17.86,18179462,,,0.0485,1,1.14,2.6,46.7226457563302
